year,session,title,abstract,authors,doi
2015,The Impact of Crowd Work on Workers,Exploring the Role of Activity Trace Design on Evaluations of Online Worker Quality,"Websites can record individual users' activities and display them in a variety of ways. There is a tradeoff between detail and abstraction in visualization, especially when the amount of content increases and becomes more difficult to process. We conducted an experiment on Mechanical Turk varying the quality, detail, and visual presentation of information about an individual's past work to see how these design features affected perceptions of the worker. We found that providing detail in the display through text increased processing time and led to less positive evaluations. Visually abstract displays required less processing time but decreased confidence in evaluation. This suggests that different design parameters may engender differing psychological processes that influence reactions towards an unknown person.","Jennifer Marlow,Laura A. Dabbish,Jodi L. Forlizzi",https://doi.org/10.1145/2702123.2702195
2015,UI Impact on Performance & Decisions,Designing Information for Remediating Cognitive Biases in Decision-Making,"Software is playing an increasingly important role in supporting human decision-making. Previous HCI research on decision support systems (DSS) has improved the information visualization aspect of DSS information design, but has somewhat overlooked the cognitive aspect of decision-making, namely that human reasoning is heuristic and reflects systematic errors or cognitive biases. We report on an empirical study of two cognitive biases: conservatism and loss aversion. Two remediation techniques recommended by previous research were tested: the expected return method, an actuarial-inspired approach presenting objective metrics; and bootstrapping, a technique successful in improving judgment consistency. The results show that the two biases can occur simultaneously and can have a huge impact on decision-making. The results also show that the two debiasing techniques are only partly effective. These findings suggest a need for more research on debiasing, and indicate some directions for exploring debiasing techniques and building decision support systems.","Yunfeng Zhang,Rachel K.E. Bellamy,Wendy A. Kellogg",https://doi.org/10.1145/2702123.2702239
2015,"Telepresence Video, Robots, and Walls","Session details: Telepresence Video, Robots, and Walls","ImmerseBoard is a system for remote collaboration through a digital whiteboard that gives participants a 3D immersive experience, enabled only by an RGBD camera (Microsoft Kinect) mounted on the side of a large touch display. Using 3D processing of the depth images, life-sized rendering, and novel visualizations, ImmerseBoard emulates writing side-by-side on a physical whiteboard, or alternatively on a mirror. User studies involving three tasks show that compared to standard video conferencing with a digital whiteboard, ImmerseBoard provides participants with a quantitatively better ability to estimate their remote partners' eye gaze direction, gesture direction, intention, and level of agreement. Moreover, these quantitative capabilities translate qualitatively into a heightened sense of being together and a more enjoyable experience. ImmerseBoard's form factor is suitable for practical and easy installation in homes and offices.","John Tang,Keita Higuchi,Yinpeng Chen,Philip A. Chou,Zhengyou Zhang,Zicheng Liu",https://doi.org/10.1145/2702123.2702160
2015,Visualizing Statistics & Graphs,Session details: Visualizing Statistics & Graphs,"Many different domains collect event sequence data and rely on finding and analyzing patterns within it to gain meaningful insights. Current systems that support such queries either provide limited expressiveness, hinder exploratory workflows or present interaction and visualization models which do not scale well to large and multi-faceted data sets. In this paper we present (s|qu)eries (pronounced ""Squeries""), a visual query interface for creating queries on sequences (series) of data, based on regular expressions. (s|qu)eries is a touch-based system that exposes the full expressive power of regular expressions in an approachable way and interleaves query specification with result visualizations. Being able to visually investigate the results of different query-parts supports debugging and encourages iterative query-building as well as exploratory work-flows. We validate our design and implementation through a set of informal interviews with data scientists that analyze event sequences on a daily basis.","Benjamin Bach,Emanuel Zgraggen,Steven M. Drucker,Danyel Fisher,Robert DeLine",https://doi.org/10.1145/2702123.2702262
2015,Visualizing Statistics & Graphs,Statsplorer: Guiding Novices in Statistical Analysis,"Each step of statistical analysis requires researchers to make decisions based on both statistical knowledge and the knowledge of their own data. For novice analysts, this is cognitively demanding and can lead to mistakes and misinterpretations of the results. We present Statsplorer, a software that helps novices learn and perform inferential statistical tests. It lets the user kick-start data analysis from their research questions. Statsplorer automatically tests necessary statistical assumptions and uses visualizations to guide the user in both selecting statistical tests and interpreting the results. We compared Statsplorer with a statistics lecture and investigated how Statsplorer prepares novices for learning statistics in an AB/BA crossover experiment. The results indicates that using Statsplorer prior to the lecture leads to significantly better test scores in understanding statistical assumptions and choosing appropriate statistical tests. Statsplorer is open-source and is available online at: http://hci.rwth-aachen.de/statsplorer.","Chat Wacharamanotham,Krishna Subramanian,Sarah Theres Völkel,Jan Borchers",https://doi.org/10.1145/2702123.2702347
2015,Visualizing Statistics & Graphs,Evaluating How Level of Detail of Visual History Affects Process Memory,"Visual history tools provide visual representations of the workflow during data analysis tasks. While there is an established need for reviewing analytic processes, and many visual history tools provide visualizations to do so, it is not well known how helpful the tools actually are for process recall. Through a controlled experiment, we evaluated how the presence of a visual history aid and varying levels of visual detail affect process memory. Participants conducted an analysis task using a visual text-document analysis tool. We evaluated their memories of the process both immediately after the analysis and then again one week later. Results showed that even visual history views with reduced data-resolution were effective for aiding process memory. Further, even without inclusion of any data in the visual history aids, the visual cues alone from the final workspace were enough to improve memory of the main themes of analyses.","Eric D. Ragan,John R. Goodall,Albert Tung",https://doi.org/10.1145/2702123.2702376
2015,"GUI Size, Resolution & Layout","Session details: GUI Size, Resolution & Layout","Large high-resolution displays are becoming increasingly common in research settings, providing data scientists with visual interfaces for the analysis of large datasets. Numerous studies have demonstrated unique perceptual and cognitive benefits afforded by these displays in visual analytics and information visualization tasks. However, the effects of these displays on knowledge discovery in exploratory visual analysis are still poorly understood. We present the results of a small-scale study to better understand how display size and resolution affect insight. Analyzing participants' verbal statements, we find preliminary evidence that larger displays with more pixels can significantly increase the number of discoveries reported during visual exploration, while yielding broader, more integrative insights. Furthermore, we find important differences in how participants performed the same visual exploration task using displays of varying sizes. We tie these results to extant work and propose explanations by considering the cognitive and interaction costs associated with visual exploration.","Enrico Rukzio,Khairi Reda,Andrew E. Johnson,Michael E. Papka,Jason Leigh",https://doi.org/10.1145/2702123.2702406
2015,Wellness & Wearables,TastyBeats: Designing Palatable Representations of Physical Activity,"In this paper, we introduce palatable representations that besides improving the understanding of physical activity through abstract visualization also provide an appetizing drink to celebrate the experience of being physically active. By designing such palatable representations, our aim is to offer novel opportunities for reflection on one's physical activities. We present TastyBeats, a fountain-based interactive system that creates a fluidic spectacle of mixing sport drinks based on heart rate data of physical activity, which the user can later consume to replenish the loss of body fluids due to the physical activity. We articulate our experiences in designing the system as well as learning gained through field deployments of the system in participants' homes for a period of two weeks. We found that our system increased participants' awareness of physical activity and facilitated a shared social experience, while the prepared drink was treated as a hedonic reward that motivated participants to exercise more. Ultimately, with this work, we aim to inspire and guide design thinking on palatable representations, which we believe opens up new interaction possibilities to support physical activity experience.","Rohit Ashok Khot,Jeewon Lee,Deepti Aggarwal,Larissa Hjorth,Florian 'Floyd' Mueller",https://doi.org/10.1145/2702123.2702197
2015,Software Engineering Tools,An Interactive System for Data Structure Development,"Data structure algorithms are of fundamental importance in teaching and software development, yet are difficult to understand. We propose a new approach for understanding, debugging and developing heap manipulating data structures. The key technical idea of our work is to combine deep parametric abstraction techniques emerging from the area of static analysis with interactive abstraction manipulation. Our approach bridges program analysis with HCI and enables new capabilities not possible before: i) online automatic visualization of the data structure in a way which captures its essential operation, thus enabling powerful local reasoning, and ii) fine grained pen and touch gestures allowing for interactive control of the abstraction -- at any point the developer can pause the program, graphically interact with the data, and continue program execution. These features address some of the most pressing challenges in developing data structures. We implemented our approach in a Java-based system called FluiEdt and evaluated it with $27$ developers. The results indicate that FluiEdt is more effective in helping developers find data structure errors than existing state of the art IDEs (e.g. Eclipse) or pure visualization based approaches.","Jibin Ou,Martin Vechev,Otmar Hilliges",https://doi.org/10.1145/2702123.2702319
2015,Natural User Interfaces for InfoVis,Session details: Natural User Interfaces for InfoVis,"Physical representations of data have existed for thousands of years. Yet it is now that advances in digital fabrication, actuated tangible interfaces, and shape-changing displays are spurring an emerging area of research that we call Data Physicalization. It aims to help people explore, understand, and communicate data using computer-supported physical data representations. We call these representations physicalizations, analogously to visualizations -- their purely visual counterpart. In this article, we go beyond the focused research questions addressed so far by delineating the research area, synthesizing its open challenges and laying out a research agenda.","Bongshin Lee,Yvonne Jansen,Pierre Dragicevic,Petra Isenberg,Jason Alexander,Abhijit Karnik,Johan Kildal,Sriram Subramanian,Kasper Hornbæk",https://doi.org/10.1145/2702123.2702180
2015,Natural User Interfaces for InfoVis,Exploring Interactions with Physically Dynamic Bar Charts,"Visualizations such as bar charts help users reason about data, but are mostly screen-based, rarely physical, and almost never physical and dynamic. This paper investigates the role of physically dynamic bar charts and evaluates new interactions for exploring and working with datasets rendered in dynamic physical form. To facilitate our exploration we constructed a 10x10 interactive bar chart and designed interactions that supported fundamental visualisation tasks, specifically; annotation, filtering, organization, and navigation. The interactions were evaluated in a user study with 17 participants. Our findings identify the preferred methods of working with the data for each task i.e. directly tapping rows to hide bars, highlight the strengths and limitations of working with physical data, and discuss the challenges of integrating the proposed interactions together into a larger data exploration system. In general, physical interactions were intuitive, informative, and enjoyable, paving the way for new explorations in physical data visualizations.","Faisal Taher,John Hardy,Abhijit Karnik,Christian Weichel,Yvonne Jansen,Kasper Hornbæk,Jason Alexander",https://doi.org/10.1145/2702123.2702604
2015,Natural User Interfaces for InfoVis,Evaluating the Memorability of Physical Visualizations,"Physical Visualizations are currently mostly used in casual contexts, e.g., as artistic data sculptures. However, their measurable benefits for traditional information visualization are largely unexplored. As a step in this direction, we compared the memorability of physical visualizations to that of digital visualizations. We conducted a user study with 40 participants in which we measured the recall of three types of information immediately after exploration and with a delay of two weeks. The results show that the physical visualization led to significantly less information decay within this time span. Our results build on known effects from cognitive psychology and provide a first indicator for measurable benefits of physical visualizations regarding memorability.","Simon Stusak,Jeannette Schwarz,Andreas Butz",https://doi.org/10.1145/2702123.2702248
2015,Natural User Interfaces for InfoVis,Personality as a Predictor of User Strategy: How Locus of Control Affects Search Strategies on Tree Visualizations,"Individual differences matter. While this has been the theme for many recent works in the Visualization and HCI communities, the mystery of how to develop personalized visualizations remains. This is largely because very little is known about how users actually use visualizations to solve problems and even less is known about how individual differences affect these problem-solving strategies. In this paper, we provide evidence that strategies are indeed influenced by individual differences. We demonstrate how the personality trait locus of control impacts strategies on hierarchical visualizations, and we introduce design recommendations for personalized visualizations.","Alvitta Ottley,Huahai Yang,Remco Chang",https://doi.org/10.1145/2702123.2702590
2015,Natural User Interfaces for InfoVis,SketchSliders: Sketching Widgets for Visual Exploration on Wall Displays,"We introduce a mobile sketching interface for exploring multi-dimensional datasets on wall displays. We demonstrate the idea of SketchSliders, range sliders that users can freely sketch on a mobile surface to customize their exploration. A small combination of sketches and gestures allows the creation of complex interactive sliders, such as circular sliders for periodic data, slider branches for detailed interaction, and fisheye transformation sliders. We augment sliders with a suite of tools, such as markers, slider cursors, and approximate views of data distributions. Our designs are inspired by a design study with three visualization experts and validated through a user study with six experts using our system. Our findings indicate that our sketching interface accommodates a wide range of exploration strategies, helping users customize as well as focus their visual explorations.","Theophanis Tsandilas,Anastasia Bezerianos,Thibaut Jacob",https://doi.org/10.1145/2702123.2702129
2015,Interactive & Multi-Surface Maps,An Evaluation of Interactive Map Comparison Techniques,"Geovisualization applications typically organize data into layers. These layers hold different types of geographical features, describe different characteristics of the same features, or represent those features at different points in time. Layers can be composited in various ways, most often employing a juxtaposition or superimposition strategy, to produce maps that users can explore interactively. From an HCI perspective, one of the main challenges is to design interactive compositions that optimize the legibility of the resulting map and that ease layer comparison. We characterize five representative techniques, and empirically evaluate them using a set of real-world maps in which we purposefully introduce six types of differences amenable to inter-layer visual comparison. We discuss the merits of these techniques in terms of visual interference, user attention and scanning strategy. Our results can help inform the design of map-based visualizations for supporting geo-analysis tasks in many application areas.","María-Jesús Lobo,Emmanuel Pietriga,Caroline Appert",https://doi.org/10.1145/2702123.2702130
2015,Robot Personalities,Look Like Me: Matching Robot Personality via Gaze to Increase Motivation,"Socially assistive robots are envisioned to provide social and cognitive assistance where they will seek to motivate and engage people in therapeutic activities. Due to their physicality, robots serve as a powerful technology for motivating people. Prior work has shown that effective motivation requires adaption to user needs and characteristics, but how robots might successfully achieve such adaptation is still unknown. In this paper, we present work on matching a robot's personality-expressed via its gaze behavior-to that of its users. We confirmed in an online study with 22 participants that the robot's gaze behavior can successfully express either an extroverted or introverted personality. In a laboratory study with 40 participants, we demonstrate the positive effect of personality matching on a user's motivation to engage in a repetitive task. These results have important implications for the design of adaptive robot behaviors in assistive human-robot interaction.","Sean Andrist,Bilge Mutlu,Adriana Tapus",https://doi.org/10.1145/2702123.2702592
2016,Social Media and Location Data,I Know Where You Live: Inferring Details of People's Lives by Visualizing Publicly Shared Location Data,"This research measures human performance in inferring the functional types (i.e., home, work, leisure and transport) of locations in geo-location data using different visual representations of the data (textual, static and animated visualizations) along with different amounts of data (1, 3 or 5 day(s)). We first collected real life geo-location data from tweets. We then asked the data owners to tag their location points, resulting in ground truth data. Using this dataset we conducted an empirical study involving 45 participants to analyze how accurately they could infer the functional location of the original data owners under different conditions, i.e., three data representations, three data densities and four location types. The study results indicate that while visual techniques perform better than textual ones, the functional locations of human activities can be inferred with a relatively high accuracy even using only textual representations and a low density of location points. Workplace was more easily inferred than home while transport was the functional location with the highest accuracy. Our results also showed that it was easier to infer functional locations from data exhibiting more stable and consistent mobility patterns, which are thus more vulnerable to privacy disclosures. We discuss the implications of our findings in the context of privacy preservation and provide guidelines to users and companies to help preserve and safeguard people's privacy.","Ilaria Liccardi,Alfie Abdul-Rahman,Min Chen",https://doi.org/10.1145/2858036.2858272
2016,Mining Human Behaviors,Unsupervised Clickstream Clustering for User Behavior Analysis,"Online services are increasingly dependent on user participation. Whether it's online social networks or crowdsourcing services, understanding user behavior is important yet challenging. In this paper, we build an unsupervised system to capture dominating user behaviors from clickstream data (traces of users' click events), and visualize the detected behaviors in an intuitive manner. Our system identifies ""clusters"" of similar users by partitioning a similarity graph (nodes are users; edges are weighted by clickstream similarity). The partitioning process leverages iterative feature pruning to capture the natural hierarchy within user clusters and produce intuitive features for visualizing and understanding captured user behaviors. For evaluation, we present case studies on two large-scale clickstream traces (142 million events) from real social networks. Our system effectively identifies previously unknown behaviors, e.g., dormant users, hostile chatters. Also, our user study shows people can easily interpret identified behaviors using our visualization tool.","Gang Wang,Xinyi Zhang,Shiliang Tang,Haitao Zheng,Ben Y. Zhao",https://doi.org/10.1145/2858036.2858107
2016,Learning Feedback,Effects of Pedagogical Agent's Personality and Emotional Feedback Strategy on Chinese Students' Learning Experiences and Performance: A Study Based on Virtual Tai Chi Training Studio,"In virtual learning environment, both personality and emotional features of animated pedagogical agents (APAs) may influence learning. To investigate this question, we developed four APAs with two distinct personality types and two sets of gestures expressing distinct emotional feedback. Effects of APAs' personality types and emotional feedback strategies on learning experiences and performance were assessed experimentally using a virtual Tai Chi training system. Fifty six participants completed the experiment. Results showed that positive emotional feedback strategy led to better learning experiences and performance than negative feedback strategy. Moreover, personality type had significant effect on learning. Choleric APAs led to better performance than Phlegmatic APAs. Personality types moderated the effect of emotional feedback on learning satisfaction. Our study demonstrates that APAs with distinct personality types and emotional feedback are important design parameters for virtual learning environments.","Yulong Bian,Chenglei Yang,Dongdong Guan,Sa Xiao,Fengqiang Gao,Chia Shen,Xiangxu Meng",https://doi.org/10.1145/2858036.2858351
2016,Personal informatic Dear Data,"Taking 5: Work-Breaks, Productivity, and Opportunities for Personal Informatics for Knowledge Workers","Taking breaks from work is an essential and universal practice. In this paper, we extend current research on productivity in the workplace to consider the break habits of knowledge workers and explore opportunities of break logging for personal informatics. We report on three studies. Through a survey of 147 U.S.-based knowledge workers, we investigate what activities respondents consider to be breaks from work, and offer an understanding of the benefit workers desire when they take breaks. We then present results from a two-week in-situ diary study with 28 participants in the U.S. who logged 800 breaks, offering insights into the effect of work breaks on productivity. We finally explore the space of information visualization of work breaks and productivity in a third study. We conclude with a discussion of implications for break recommendation systems, availability and interuptibility research, and the quantified workplace.","Daniel A. Epstein,Daniel Avrahami,Jacob T. Biehl",https://doi.org/10.1145/2858036.2858066
2016,Learning Facilitaton,A Comparative Evaluation on Online Learning Approaches using Parallel Coordinate Visualization,"As visualizations are increasingly used as a storytelling medium for the general public, it becomes important to help people learn how to understand visualizations. Prior studies indicate that interactive multimedia learning environments can increase the effectiveness of learning [11]. To investigate the efficacy of the multimedia learning environments for data visualization education, we compared four online learning approaches 1) baseline (i.e., no tutorial), 2) static tutorial, 3) video tutorial, and 4) interactive tutorial-through a crowdsourced user study. We measured participants' learning outcomes in using parallel coordinates with 18 tasks. Results show that participants with the interactive condition achieved higher scores than those with the static and baseline conditions, and reported that they had a more engaging experience than those with the static condition.","Bum Chul Kwon,Bongshin Lee",https://doi.org/10.1145/2858036.2858101
2016,Designing Quality in Social Media,Supporting Comment Moderators in Identifying High Quality Online News Comments,"Online comments submitted by readers of news articles can provide valuable feedback and critique, personal views and perspectives, and opportunities for discussion. The varying quality of these comments necessitates that publishers remove the low quality ones, but there is also a growing awareness that by identifying and highlighting high quality contributions this can promote the general quality of the community. In this paper we take a user-centered design approach towards developing a system, CommentIQ, which supports comment moderators in interactively identifying high quality comments using a combination of comment analytic scores as well as visualizations and flexible UI components. We evaluated this system with professional comment moderators working at local and national news outlets and provide insights into the utility and appropriateness of features for journalistic tasks, as well as how the system may enable or transform journalistic practices around online comments.","Deokgun Park,Simranjit Sachar,Nicholas Diakopoulos,Niklas Elmqvist",https://doi.org/10.1145/2858036.2858389
2016,Augmented AR and VR Experiences,Augmenting the Field-of-View of Head-Mounted Displays with Sparse Peripheral Displays,"In this paper, we explore the concept of a sparse peripheral display, which augments the field-of-view of a head-mounted display with a lightweight, low-resolution, inexpensively produced array of LEDs surrounding the central high-resolution display. We show that sparse peripheral displays  the available field-of-view up to 190º horizontal, nearly filling the human field-of-view. We prototyped two proof-of-concept implementations of sparse peripheral displays: a virtual reality headset, dubbed SparseLightVR, and an augmented reality headset, called SparseLightAR. Using SparseLightVR, we conducted a user study to evaluate the utility of our implementation, and a second user study to assess different visualization schemes in the periphery and their effect on simulator sickness. Our findings show that sparse peripheral displays are useful in conveying peripheral information and improving situational awareness, are generally preferred, and can help reduce motion sickness in nausea-susceptible people.","Robert Xiao,Hrvoje Benko",https://doi.org/10.1145/2858036.2858212
2016,"Sustainability, Design and Environmental Sensibilities","MyPart: Personal, Portable, Accurate, Airborne Particle Counting","In 2012, air pollution in both cities and rural areas was estimated to have caused 3.7 million premature deaths, 88% of those in at risk communities. The primary pollutant was small airborne particulate matter of 10 microns or less in diameter which led to the development of cardiovascular and respiratory diseases. In response, we developed MyPart, the first personal, portable, and accurate particle sensor under $50 capable of distinguishing and counting differently sized particles. We demonstrate how MyPart offers substantial enhancements over most existing air particle sensors by simultaneously improving accessibility, flexibility, portability, and accuracy. We describe the evolution and implementation of the sensor design, demonstrate its performance across twenty everyday urban environments versus a calibrated instrument, and conduct a preliminary user study to report on the overall user experience of MyPart. We also present a novel smart-phone visualization interface and a series of simple form factor adaptations of our design.","Rundong Tian,Christine Dierk,Christopher Myers,Eric Paulos",https://doi.org/10.1145/2858036.2858571
2016,VR for Collaboration,Gaze Augmentation in Egocentric Video Improves Awareness of Intention,"Video communication using head-mounted cameras could be useful to mediate shared activities and support collaboration. Growing popularity of wearable gaze trackers presents an opportunity to add gaze information on the egocentric video. We hypothesized three potential benefits of gaze-augmented egocentric video to support collaborative scenarios: support deictic referencing, enable grounding in communication, and enable better awareness of the collaborator's intentions. Previous research on using egocentric videos for real-world collaborative tasks has failed to show clear benefits of gaze point visualization. We designed a study, deconstructing a collaborative car navigation scenario, to specifically target the value of gaze-augmented video for intention prediction. Our results show that viewers of gaze-augmented video could predict the direction taken by a driver at a four-way intersection more accurately and more confidently than a viewer of the same video without the superimposed gaze point. Our study demonstrates that gaze augmentation can be useful and encourages further study in real-world collaborative scenarios.","Deepak Akkil,Poika Isokoski",https://doi.org/10.1145/2858036.2858127
2016,"I want to know my data Democratizing, Opening and Comprehending Data",Physikit: Data Engagement Through Physical Ambient Visualizations in the Home,"Internet of things (IoT) devices and sensor kits have the potential to democratize the access, use, and appropriation of data. Despite the increased availability of low cost sensors, most of the produced data is ""black box"" in nature: users often do not know how to access or interpret data. We propose a ""human-data design"" approach in which end-users are given tools to create, share, and use data through tangible and physical visualizations. This paper introduces Physikit, a system designed to allow users to explore and engage with environmental data through physical ambient visualizations. We report on the design and implementation of Physikit, and present a two-week field study which showed that participants got an increased sense of the meaning of data, embellished and appropriated the basic visualizations to make them blend into their homes, and used the visualizations as a probe for community engagement and social behavior.","Steven Houben,Connie Golsteijn,Sarah Gallacher,Rose Johnson,Saskia Bakker,Nicolai Marquardt,Licia Capra,Yvonne Rogers",https://doi.org/10.1145/2858036.2858059
2016,"Work, Multitasking, and Distraction",Neurotics Can't Focus: An in situ Study of Online Multitasking in the Workplace,"In HCI research, attention has focused on understanding external influences on workplace multitasking. We explore instead how multitasking might be influenced by individual factors: personality, stress, and sleep. Forty information workers' online activity was tracked over two work weeks. The median duration of online screen focus was 40 seconds. The personality trait of Neuroticism was associated with shorter online focus duration and Impulsivity-Urgency was associated with longer online focus duration. Stress and sleep duration showed trends to be inversely associated with online focus. Shorter focus duration was associated with lower assessed productivity at day's end. Factor analysis revealed a factor of lack of control which significantly predicts multitasking. Our results suggest that there could be a trait for distractibility where some individuals are susceptible to online attention shifting in the workplace. Our results have implications for information systems (e.g. educational systems, game design) where attention focus is key.","Gloria Mark,Shamsi T. Iqbal,Mary Czerwinski,Paul Johns,Akane Sano",https://doi.org/10.1145/2858036.2858202
2016,Gamification,Personality-targeted Gamification: A Survey Study on Personality Traits and Motivational Affordances,"While motivational affordances are widely used to enhance user engagement in ""gamified"" apps, they are often employed en masse. Prior research offers little guidance about how individuals with different dispositions may react-positively and negatively-to specific affordances. In this paper, we present a survey study investigating the relationships among individuals' personality traits and perceived preferences for various motivational affordances used in gamification. Our results show that extraverts tend to be motivated by Points, Levels, and Leaderboards; people with high levels of imagination/openness are less likely to be motivated by Avatars. Negative correlations were found between emotional stability (the inverse of neuroticism) and several motivational affordances, indicating a possible limitation of gamification as an approach for a large segment of the population. Our findings contribute to the HCI community, and in particular to designers of persuasive and gamified apps, by providing design suggestions for targeting specific audiences based on personality.","Yuan Jia,Bin Xu,Yamini Karanam,Stephen Voida",https://doi.org/10.1145/2858036.2858515
2016,Big Data and Local Society,Infrastructure in the Wild: What Mapping in Post-Earthquake Nepal Reveals about Infrastructural Emergence,"Disasters and their impacts have unavoidable spatial characteristics. As such, maps are necessary and omnipresent features of the information landscapes that surround and support disaster response. Professional and volunteer GIS services are increasingly in demand to support map-based information visualization during crises. This paper investigates the work of mapmakers working on the response to the 2015 Nepal earthquakes. In comparison to prior events, we found significantly more collaboration and spatial data sharing took place between map producers working across humanitarian organizations and parts of the Nepal government. Collaboration between mapping practitioners was supported by a complex and emergent information infrastructure composed of social and technical elements, some of which were brought through experience with prior disaster events, and some which were shaped anew by the availability and acceptance of open data sources. Our research investigates these elements of the spatial information infrastructure in post-earthquake Nepal to consider infrastructural emergence.","Robert Soden,Leysia Palen",https://doi.org/10.1145/2858036.2858545
2016,User Experience and Performance,Personality of Interaction: Expressing Brand Personalities Through Interaction Aesthetics,"Practicing designers must usually relate to branding in some manner. A designed artifact must support the brand in a constructive way and help establish positive brand experiences, which in turn have strategic value for the brand's institution. While there is obvious application of visual branding knowledge to the visual form of interactive artifacts, interviews with expert practitioners reveal a lack of systematic means to craft an interaction aesthetic to support a brand. Our empirical study relates attributes of interactive experience to that of 'brand personality', a common way of quantifying how a brand should be perceived. We show that particular attributes of interactivity, such as whether an interaction has a continuous rather than discrete flow, are related to particular brand traits. Our empirical results establish a clear commercial significance for deeper, systematic ways of analyzing and critiquing interactive experiences.","Peter Tolstrup Aagesen,Clint Heyer",https://doi.org/10.1145/2858036.2858521
2016,Did you feel the vibration-- Haptic Feedback Everywhere),HapTurk: Crowdsourcing Affective Ratings of Vibrotactile Icons,"Vibrotactile (VT) display is becoming a standard component of informative user experience, where notifications and feedback must convey information eyes-free. However, effective design is hindered by incomplete understanding of relevant perceptual qualities, together with the need for user feedback to be accessed in-situ. To access evaluation streamlining now common in visual design, we introduce proxy modalities as a way to crowdsource VT sensations by reliably communicating high-level features through a crowd-accessible channel. We investigate two proxy modalities to represent a high-fidelity tactor: a new VT visualization, and low-fidelity vibratory translations playable on commodity smartphones. We translated 10 high-fidelity vibrations into both modalities, and in two user studies found that both proxy modalities can communicate affective features, and are consistent when deployed remotely over Mechanical Turk. We analyze fit of features to modalities, and suggest future improvements.","Oliver S. Schneider,Hasti Seifi,Salma Kashani,Matthew Chun,Karon E. MacLean",https://doi.org/10.1145/2858036.2858279
2016,End-User Programming,Chronicler: Interactive Exploration of Source Code History,"Exploring source code history is an important task for software maintenance. Traditionally, source code history is navigated on the granularity of individual files. This is not fine-grained enough to support users in exploring the evolution of individual code elements. We suggest to consider the history of individual elements within the tree structure inherent to source code. A history graph created from these trees then enables new ways to explore events of interest defined by structural changes in the source code. We present Tree Flow, a visualization of these structural changes designed to enable users to choose the appropriate level of detail for the task at hand. In a user study, we show that both Chronicler and the history aware timeline, two prototype systems combining history graph navigation with a traditional source code view, outperform the more traditional history navigation on a file basis and users strongly prefer Chronicler for the exploration of source code.","Moritz Wittenhagen,Christian Cherek,Jan Borchers",https://doi.org/10.1145/2858036.2858442
2016,Online Communities - Identities and Behaviors,Look Before You Leap: Improving the Users' Ability to Detect Fraud in Electronic Marketplaces,"Reputation systems in current electronic marketplaces can easily be manipulated by malicious sellers in order to appear more reputable than appropriate. We conducted a controlled experiment with 40 UK and 41 German participants on their ability to detect malicious behavior by means of an eBay-like feedback profile versus a novel interface involving an interactive visualization of reputation data. The results show that participants using the new interface could better detect and understand malicious behavior in three out of four attacks (the overall detection accuracy 77% in the new vs. 56% in the old interface). Moreover, with the new interface, only 7% of the users decided to buy from the malicious seller (the options being to buy from one of the available sellers or to abstain from buying), as opposed to 30% in the old interface condition.","Johannes Sänger,Norman Hänsch,Brian Glass,Zinaida Benenson,Robert Landwirth,M. Angela Sasse",https://doi.org/10.1145/2858036.2858555
2016,Display and Visualizations,"'A bit like British Weather, I suppose': Design and Evaluation of the Temperature Calendar","In this paper we present the design and evaluation of the Temperature Calendar -- a visualization of temperature variation within a workplace over the course of the past week. This highlights deviation from organizational temperature policy, and aims to bring staff ""into the loop"" of understanding and managing heating, and so reduce energy waste. The display was deployed for three weeks in five public libraries. Analysis of interaction logs, questionnaires and interviews shows that staff used the displays to understand heating in their buildings, and took action reflecting this new understanding. Bringing together our results, we discuss design implications for workplace displays, and an analysis of carbon emissions generated in constructing and operating our design. More in general, the findings helped us to reflect on the role of policy on energy consumption, and the potential for the HCI community to engage with its application, as well as its definition or modification.","Enrico Costanza,Ben Bedwell,Michael O. Jewell,James Colley,Tom Rodden",https://doi.org/10.1145/2858036.2858367
2016,Display and Visualizations,iVoLVER: Interactive Visual Language for Visualization Extraction and Reconstruction,"We present the design and implementation of iVoLVER, a tool that allows users to create visualizations without textual programming. iVoLVER is designed to enable flexible acquisition of many types of data (text, colors, shapes, quantities, dates) from multiple source types (bitmap charts, webpages, photographs, SVGs, CSV files) and, within the same canvas, supports transformation of that data through simple widgets to construct interactive animated visuals. Aside from the tool, which is web-based and designed for pen and touch, we contribute the design of the interactive visual language and widgets for extraction, transformation, and representation of data. We demonstrate the flexibility and expressive power of the tool through a set of scenarios, and discuss some of the challenges encountered and how the tool fits within the current infovis tool landscape.","Gonzalo Gabriel Méndez,Miguel A. Nacenta,Sebastien Vandenheste",https://doi.org/10.1145/2858036.2858435
